temp,rain_1h,snow_1h,clouds_all,hour,day,month,traffic_level
279.27,0.0,0.0,90,14,6,10,High
279.27,0.0,0.0,90,15,6,10,High
279.44,0.0,0.0,90,16,6,10,High
279.32,0.0,0.0,90,17,6,10,Medium
279.27,0.0,0.0,90,18,6,10,High
278.11,0.0,0.0,90,19,6,10,Medium
276.79,0.0,0.0,75,20,6,10,Medium
275.73,0.0,0.0,90,21,6,10,Medium
274.88,0.0,0.0,75,22,6,10,Low
273.92,0.0,0.0,20,23,6,10,Low
273.08,0.0,0.0,20,0,0,10,Low
272.62,0.0,0.0,20,1,0,10,Low
271.78,0.0,0.0,1,2,0,10,Low
271.05,0.0,0.0,1,3,0,10,Low
270.63,0.0,0.0,1,4,0,10,Low
270.33,0.0,0.0,1,5,0,10,Medium
269.61,0.0,0.0,20,6,0,10,High
270.01,0.0,0.0,20,7,0,10,High
271.23,0.0,0.0,20,8,0,10,High
273.71,0.0,0.0,20,9,0,10,High
276.77,0.0,0.0,20,10,0,10,High
279.47,0.0,0.0,20,11,0,10,High
279.84,0.0,0.0,1,12,0,10,High
282.34,0.0,0.0,40,13,0,10,High
282.94,0.0,0.0,40,14,0,10,High
283.48,0.0,0.0,1,15,0,10,High
284.33,0.0,0.0,1,16,0,10,High
284.48,0.0,0.0,40,17,0,10,High
284.23,0.0,0.0,40,18,0,10,High
281.99,0.0,0.0,20,19,0,10,Medium
279.81,0.0,0.0,1,20,0,10,Medium
279.35,0.0,0.0,1,21,0,10,Medium
278.9,0.0,0.0,1,22,0,10,Low
278.46,0.0,0.0,1,23,0,10,Low
277.78,0.0,0.0,1,0,1,10,Low
277.27,0.0,0.0,1,1,1,10,Low
277.47,0.0,0.0,1,2,1,10,Low
276.97,0.0,0.0,20,4,1,10,Low
276.52,0.0,0.0,40,5,1,10,Medium
276.6,0.0,0.0,40,6,1,10,High
277.31,0.0,0.0,75,7,1,10,High
278.38,0.0,0.0,90,8,1,10,High
279.35,0.0,0.0,90,9,1,10,High
281.37,0.0,0.0,90,10,1,10,High
283.11,0.0,0.0,90,11,1,10,High
284.08,0.0,0.0,75,12,1,10,High
285.14,0.0,0.0,75,13,1,10,High
286.35,0.0,0.0,90,14,1,10,High
287.23,0.0,0.0,100,15,1,10,High
288.53,0.0,0.0,90,16,1,10,High
290.37,0.0,0.0,90,17,1,10,High
290.13,0.0,0.0,90,18,1,10,High
288.86,0.0,0.0,75,19,1,10,Medium
287.36,0.0,0.0,90,20,1,10,Medium
285.11,0.0,0.0,90,21,1,10,Medium
283.46,0.0,0.0,90,22,1,10,Low
282.45,0.0,0.0,90,23,1,10,Low
281.88,0.0,0.0,90,0,2,10,Low
281.78,0.0,0.0,90,1,2,10,Low
281.09,0.0,0.0,75,2,2,10,Low
281.17,0.0,0.0,90,3,2,10,Low
281.25,0.0,0.0,92,6,2,10,High
281.25,0.0,0.0,99,7,2,10,High
281.25,0.0,0.0,99,7,2,10,High
280.1,0.0,0.0,99,8,2,10,High
280.1,0.0,0.0,99,8,2,10,High
279.61,0.0,0.0,99,9,2,10,High
279.61,0.0,0.0,99,9,2,10,High
279.67,0.0,0.0,99,10,2,10,High
280.19,0.0,0.0,1,11,2,10,High
282.09,0.0,0.0,75,12,2,10,High
282.26,0.0,0.0,75,13,2,10,High
282.05,0.0,0.0,90,14,2,10,High
281.59,0.0,0.0,90,15,2,10,High
281.23,0.0,0.0,81,16,2,10,High
282.6,0.0,0.0,81,18,2,10,High
282.6,0.0,0.0,81,19,2,10,Medium
282.6,0.0,0.0,81,20,2,10,Medium
282.6,0.0,0.0,81,21,2,10,Medium
282.6,0.0,0.0,81,22,2,10,Low
282.6,0.0,0.0,81,23,2,10,Low
273.9,0.0,0.0,1,1,3,10,Low
274.4,0.0,0.0,75,3,3,10,Low
274.05,0.0,0.0,75,4,3,10,Low
273.71,0.0,0.0,40,5,3,10,Medium
272.66,0.0,0.0,1,6,3,10,High
272.65,0.0,0.0,1,7,3,10,High
272.52,0.0,0.0,1,8,3,10,High
275.19,0.0,0.0,20,9,3,10,High
275.34,0.0,0.0,1,10,3,10,High
284.1,0.0,0.0,50,14,3,10,High
284.1,0.0,0.0,50,15,3,10,High
283.78,0.0,0.0,75,16,3,10,High
283.52,0.0,0.0,75,17,3,10,High
283.32,0.0,0.0,90,18,3,10,High
282.06,0.0,0.0,90,19,3,10,Medium
281.95,0.0,0.0,90,20,3,10,Medium
281.81,0.0,0.0,90,21,3,10,Medium
282.16,0.0,0.0,90,22,3,10,Medium
282.53,0.0,0.0,90,23,3,10,Low
283.91,0.0,0.0,90,0,4,10,Low
284.64,0.0,0.0,90,1,4,10,Low
284.61,0.0,0.0,90,2,4,10,Low
283.18,0.0,0.0,72,3,4,10,Low
282.26,0.0,0.0,72,4,4,10,Low
280.77,0.0,0.0,72,5,4,10,Medium
278.53,0.0,0.0,75,6,4,10,High
277.64,0.0,0.0,75,7,4,10,High
277.9,0.0,0.0,90,8,4,10,High
278.18,0.0,0.0,90,9,4,10,High
279.29,0.0,0.0,75,10,4,10,High
280.45,0.0,0.0,75,11,4,10,High
280.95,0.0,0.0,40,12,4,10,High
281.74,0.0,0.0,40,13,4,10,High
281.84,0.0,0.0,75,14,4,10,High
282.45,0.0,0.0,75,15,4,10,High
282.2,0.0,0.0,75,16,4,10,High
281.54,0.0,0.0,40,17,4,10,High
280.21,0.0,0.0,20,18,4,10,High
282.2,0.0,0.0,56,23,4,10,Low
272.58,0.0,0.0,1,0,5,10,Low
272.06,0.0,0.0,1,1,5,10,Low
270.99,0.0,0.0,1,2,5,10,Low
270.29,0.0,0.0,20,3,5,10,Low
269.48,0.0,0.0,1,4,5,10,Low
269.27,0.0,0.0,1,5,5,10,Low
268.91,0.0,0.0,1,6,5,10,Low
268.98,0.0,0.0,75,7,5,10,Medium
269.23,0.0,0.0,40,8,5,10,Medium
272.61,0.0,0.0,40,9,5,10,High
276.78,0.0,0.0,20,10,5,10,High
279.22,0.0,0.0,1,11,5,10,High
280.35,0.0,0.0,1,12,5,10,High
281.81,0.0,0.0,1,13,5,10,High
283.05,0.0,0.0,1,14,5,10,High
283.96,0.0,0.0,1,15,5,10,High
284.53,0.0,0.0,1,16,5,10,High
284.44,0.0,0.0,1,17,5,10,High
283.64,0.0,0.0,1,18,5,10,High
281.85,0.0,0.0,20,19,5,10,Medium
281.38,0.0,0.0,1,20,5,10,Medium
281.84,0.0,0.0,75,21,5,10,Medium
282.23,0.0,0.0,90,22,5,10,Medium
282.18,0.0,0.0,90,23,5,10,Low
282.49,0.0,0.0,90,0,6,10,Low
282.54,0.0,0.0,90,1,6,10,Low
282.58,0.0,0.0,90,2,6,10,Low
282.23,0.0,0.0,90,3,6,10,Low
282.08,0.0,0.0,90,4,6,10,Low
282.23,0.0,0.0,90,5,6,10,Low
282.24,0.0,0.0,90,6,6,10,Low
282.24,0.0,0.0,90,7,6,10,Low
282.24,0.0,0.0,57,8,6,10,Low
282.43,0.0,0.0,57,9,6,10,Medium
282.43,0.0,0.0,57,9,6,10,Medium
282.43,0.0,0.0,57,9,6,10,Medium
282.33,0.0,0.0,57,10,6,10,Medium
282.33,0.0,0.0,57,10,6,10,Medium
282.82,0.0,0.0,57,11,6,10,Medium
282.82,0.0,0.0,57,11,6,10,Medium
283.33,0.0,0.0,57,12,6,10,High
283.33,0.0,0.0,57,12,6,10,High
283.33,0.0,0.0,57,12,6,10,High
283.75,0.0,0.0,93,13,6,10,High
283.75,0.0,0.0,93,13,6,10,High
283.75,0.0,0.0,93,13,6,10,High
284.09,0.0,0.0,93,14,6,10,High
284.09,0.0,0.0,93,14,6,10,High
284.09,0.0,0.0,93,14,6,10,High
284.55,0.0,0.0,93,15,6,10,High
284.55,0.0,0.0,93,15,6,10,High
284.68,0.0,0.0,93,16,6,10,High
284.64,0.0,0.0,93,17,6,10,High
284.64,0.0,0.0,93,17,6,10,High
284.4,0.0,0.0,93,18,6,10,High
284.17,0.0,0.0,93,19,6,10,Medium
284.03,0.0,0.0,93,20,6,10,Medium
283.58,0.0,0.0,93,21,6,10,Medium
283.04,0.0,0.0,93,22,6,10,Low
281.95,0.0,0.0,93,23,6,10,Low
281.95,0.0,0.0,93,23,6,10,Low
281.61,0.0,0.0,93,0,0,10,Low
281.61,0.0,0.0,93,0,0,10,Low
281.57,0.0,0.0,85,1,0,10,Low
281.42,0.0,0.0,85,2,0,10,Low
281.29,0.0,0.0,85,3,0,10,Low
281.29,0.0,0.0,85,3,0,10,Low
281.02,0.0,0.0,85,4,0,10,Low
281.02,0.0,0.0,85,4,0,10,Low
280.82,0.0,0.0,85,5,0,10,Medium
280.82,0.0,0.0,85,5,0,10,Medium
280.39,0.0,0.0,85,6,0,10,High
280.19,0.0,0.0,100,7,0,10,High
279.82,0.0,0.0,100,8,0,10,High
279.75,0.0,0.0,100,9,0,10,High
280.07,0.0,0.0,100,10,0,10,High
280.32,0.0,0.0,90,11,0,10,High
281.72,0.0,0.0,100,12,0,10,High
284.01,0.0,0.0,40,13,0,10,High
285.88,0.0,0.0,1,14,0,10,High
286.87,0.0,0.0,1,15,0,10,High
287.6,0.0,0.0,20,16,0,10,High
287.27,0.0,0.0,20,17,0,10,High
286.18,0.0,0.0,20,18,0,10,High
285.2,0.0,0.0,75,19,0,10,Medium
284.68,0.0,0.0,75,20,0,10,Medium
284.49,0.0,0.0,90,21,0,10,Medium
283.54,0.0,0.0,20,22,0,10,Low
282.33,0.0,0.0,75,23,0,10,Low
281.21,0.0,0.0,20,0,1,10,Low
279.87,0.0,0.0,1,1,1,10,Low
278.93,0.0,0.0,1,2,1,10,Low
277.91,0.0,0.0,1,3,1,10,Low
277.21,0.0,0.0,1,4,1,10,Low
276.61,0.0,0.0,1,5,1,10,Medium
276.11,0.0,0.0,1,6,1,10,High
274.81,0.0,0.0,20,7,1,10,High
274.99,0.0,0.0,20,8,1,10,High
277.91,0.0,0.0,20,9,1,10,High
280.71,0.0,0.0,20,10,1,10,High
283.85,0.0,0.0,20,11,1,10,High
286.01,0.0,0.0,40,12,1,10,High
286.31,0.0,0.0,1,13,1,10,High
288.15,0.0,0.0,75,14,1,10,High
289.15,0.0,0.0,75,15,1,10,High
288.99,0.0,0.0,75,16,1,10,High
288.86,0.0,0.0,75,17,1,10,High
288.16,0.0,0.0,90,18,1,10,High
287.28,0.0,0.0,68,19,1,10,Medium
287.04,0.0,0.0,90,20,1,10,Medium
286.9,0.0,0.0,90,21,1,10,Medium
287.09,0.0,0.0,90,22,1,10,Low
287.09,0.0,0.0,90,23,1,10,Low
286.89,0.0,0.0,75,0,2,10,Low
286.93,0.0,0.0,75,1,2,10,Low
286.93,0.0,0.0,90,2,2,10,Low
287.07,0.0,0.0,90,3,2,10,Low
286.56,0.0,0.0,75,4,2,10,Low
285.91,0.0,0.0,90,5,2,10,Medium
285.29,0.0,0.0,90,6,2,10,High
284.92,0.0,0.0,75,7,2,10,High
285.35,0.0,0.0,75,8,2,10,High
285.72,0.0,0.0,100,9,2,10,High
285.72,0.0,0.0,100,9,2,10,High
287.09,0.0,0.0,75,10,2,10,High
288.31,0.0,0.0,75,11,2,10,High
288.61,0.0,0.0,1,12,2,10,High
290.32,0.0,0.0,1,13,2,10,High
291.36,0.0,0.0,1,14,2,10,High
292.01,0.0,0.0,1,15,2,10,High
292.61,0.0,0.0,1,16,2,10,High
292.65,0.0,0.0,1,17,2,10,High
290.52,0.0,0.0,40,18,2,10,High
288.35,0.0,0.0,40,19,2,10,Medium
286.72,0.0,0.0,40,20,2,10,Medium
285.49,0.0,0.0,40,21,2,10,Medium
284.22,0.0,0.0,20,22,2,10,Low
283.8,0.0,0.0,20,23,2,10,Low
283.72,0.0,0.0,20,0,3,10,Low
282.8,0.0,0.0,40,1,3,10,Low
282.32,0.0,0.0,99,2,3,10,Low
282.38,0.0,0.0,99,3,3,10,Low
282.76,0.0,0.0,90,4,3,10,Low
282.88,0.0,0.0,99,5,3,10,Medium
284.18,0.0,0.0,75,6,3,10,High
284.69,0.0,0.0,90,7,3,10,High
285.0,0.0,0.0,90,8,3,10,High
286.9,0.0,0.0,99,9,3,10,High
288.35,0.0,0.0,90,10,3,10,High
289.59,0.0,0.0,90,11,3,10,High
288.27,0.0,0.0,99,12,3,10,High
286.41,0.0,0.0,90,13,3,10,High
285.96,0.0,0.0,90,14,3,10,High
287.04,0.0,0.0,90,15,3,10,High
287.18,0.0,0.0,90,16,3,10,High
286.94,0.0,0.0,90,17,3,10,High
286.01,0.0,0.0,90,18,3,10,High
284.67,0.0,0.0,100,19,3,10,Medium
283.44,0.0,0.0,100,20,3,10,Medium
282.51,0.0,0.0,100,21,3,10,Medium
281.9,0.0,0.0,90,22,3,10,Medium
281.85,0.0,0.0,90,23,3,10,Low
281.28,0.0,0.0,90,0,4,10,Low
280.97,0.0,0.0,87,1,4,10,Low
280.44,0.0,0.0,87,2,4,10,Low
280.44,0.0,0.0,87,2,4,10,Low
280.02,0.0,0.0,87,3,4,10,Low
279.79,0.0,0.0,87,4,4,10,Low
279.79,0.0,0.0,87,4,4,10,Low
279.79,0.0,0.0,87,4,4,10,Low
279.79,0.0,0.0,87,4,4,10,Low
279.74,0.0,0.0,87,5,4,10,Medium
279.74,0.0,0.0,87,5,4,10,Medium
279.65,0.0,0.0,87,6,4,10,High
279.65,0.0,0.0,87,6,4,10,High
279.65,0.0,0.0,87,6,4,10,High
279.45,0.0,0.0,91,7,4,10,High
279.45,0.0,0.0,91,7,4,10,High
279.22,0.0,0.0,91,8,4,10,High
279.22,0.0,0.0,91,8,4,10,High
279.22,0.0,0.0,91,8,4,10,High
279.35,0.0,0.0,91,9,4,10,High
279.35,0.0,0.0,91,9,4,10,High
279.92,0.0,0.0,91,10,4,10,High
280.44,0.0,0.0,90,11,4,10,High
281.0,0.0,0.0,90,12,4,10,High
281.51,0.0,0.0,90,13,4,10,High
281.93,0.0,0.0,92,14,4,10,High
281.94,0.0,0.0,92,15,4,10,High
281.94,0.0,0.0,92,15,4,10,High
282.27,0.0,0.0,92,16,4,10,High
282.41,0.0,0.0,92,17,4,10,High
282.21,0.0,0.0,90,18,4,10,High
281.69,0.0,0.0,75,19,4,10,Medium
281.26,0.0,0.0,90,20,4,10,Medium
280.66,0.0,0.0,92,21,4,10,Medium
280.43,0.0,0.0,92,22,4,10,Medium
280.43,0.0,0.0,92,22,4,10,Medium
280.1,0.0,0.0,92,23,4,10,Medium
280.1,0.0,0.0,92,23,4,10,Medium
280.1,0.0,0.0,92,23,4,10,Medium
280.06,0.0,0.0,92,0,5,10,Low
280.06,0.0,0.0,92,0,5,10,Low
280.28,0.0,0.0,96,1,5,10,Low
280.28,0.0,0.0,96,1,5,10,Low
280.38,0.0,0.0,96,2,5,10,Low
280.62,0.0,0.0,96,3,5,10,Low
280.62,0.0,0.0,96,3,5,10,Low
280.91,0.0,0.0,96,4,5,10,Low
280.91,0.0,0.0,96,4,5,10,Low
280.91,0.0,0.0,96,4,5,10,Low
280.96,0.0,0.0,96,5,5,10,Low
280.96,0.0,0.0,96,5,5,10,Low
280.96,0.0,0.0,96,5,5,10,Low
281.13,0.0,0.0,96,6,5,10,Low
281.13,0.0,0.0,96,6,5,10,Low
281.13,0.0,0.0,96,6,5,10,Low
281.28,0.0,0.0,100,7,5,10,Low
281.28,0.0,0.0,100,7,5,10,Low
281.28,0.0,0.0,100,7,5,10,Low
281.19,0.0,0.0,100,8,5,10,Medium
281.19,0.0,0.0,100,8,5,10,Medium
281.19,0.0,0.0,100,8,5,10,Medium
281.7,0.0,0.0,100,9,5,10,Medium
281.7,0.0,0.0,100,9,5,10,Medium
281.7,0.0,0.0,100,9,5,10,Medium
281.7,0.0,0.0,100,9,5,10,Medium
282.02,0.0,0.0,100,10,5,10,Medium
282.02,0.0,0.0,100,10,5,10,Medium
282.02,0.0,0.0,100,10,5,10,Medium
282.02,0.0,0.0,100,10,5,10,Medium
282.35,0.0,0.0,100,11,5,10,High
282.35,0.0,0.0,100,11,5,10,High
282.35,0.0,0.0,100,11,5,10,High
282.71,0.0,0.0,100,12,5,10,High
282.71,0.0,0.0,100,12,5,10,High
282.71,0.0,0.0,100,12,5,10,High
282.71,0.0,0.0,100,12,5,10,High
283.31,0.0,0.0,48,13,5,10,High
283.79,0.0,0.0,90,14,5,10,High
284.2,0.0,0.0,75,15,5,10,High
284.32,0.0,0.0,90,16,5,10,High
284.13,0.0,0.0,75,17,5,10,High
283.14,0.0,0.0,40,18,5,10,High
281.4,0.0,0.0,40,19,5,10,Medium
280.47,0.0,0.0,20,20,5,10,Medium
279.52,0.0,0.0,20,21,5,10,Medium
278.85,0.0,0.0,48,22,5,10,Medium
278.12,0.0,0.0,48,23,5,10,Medium
277.94,0.0,0.0,48,0,6,10,Low
275.93,0.0,0.0,60,8,6,10,Low
275.93,0.0,0.0,60,8,6,10,Low
284.09,0.0,0.0,75,17,6,10,High
282.6,0.0,0.0,75,18,6,10,High
281.72,0.0,0.0,90,22,6,10,Low
281.26,0.0,0.0,90,23,6,10,Low
281.29,0.0,0.0,75,0,0,10,Low
281.01,0.0,0.0,75,1,0,10,Low
280.57,0.0,0.0,40,2,0,10,Low
280.54,0.0,0.0,75,3,0,10,Low
279.37,0.0,0.0,8,4,0,10,Low
279.18,0.0,0.0,8,5,0,10,Medium
279.05,0.0,0.0,8,6,0,10,High
282.7,0.0,0.0,38,10,0,10,High
286.17,0.0,0.0,40,11,0,10,High
288.61,0.0,0.0,75,12,0,10,High
290.59,0.0,0.0,20,13,0,10,High
292.21,0.0,0.0,75,14,0,10,High
293.56,0.0,0.0,75,15,0,10,High
293.43,0.0,0.0,40,16,0,10,High
293.4,0.0,0.0,40,17,0,10,High
291.47,0.0,0.0,20,18,0,10,High
289.17,0.0,0.0,20,19,0,10,Medium
287.28,0.0,0.0,1,20,0,10,Medium
286.1,0.0,0.0,1,21,0,10,Low
285.45,0.0,0.0,75,22,0,10,Low
285.33,0.0,0.0,90,23,0,10,Low
285.07,0.0,0.0,90,0,1,10,Low
284.58,0.0,0.0,90,1,1,10,Low
283.88,0.0,0.0,75,2,1,10,Low
283.55,0.0,0.0,75,3,1,10,Low
282.85,0.0,0.0,20,4,1,10,Low
282.42,0.0,0.0,20,5,1,10,Medium
282.13,0.0,0.0,75,6,1,10,High
281.85,0.0,0.0,40,7,1,10,High
281.85,0.0,0.0,20,8,1,10,High
283.07,0.0,0.0,75,9,1,10,High
284.53,0.0,0.0,90,10,1,10,High
285.6,0.0,0.0,75,11,1,10,High
286.63,0.0,0.0,90,12,1,10,High
286.75,0.0,0.0,99,13,1,10,High
287.97,0.0,0.0,90,14,1,10,High
288.54,0.0,0.0,99,15,1,10,High
288.72,0.0,0.0,90,16,1,10,High
288.53,0.0,0.0,90,17,1,10,High
288.16,0.0,0.0,90,18,1,10,High
287.59,0.0,0.0,90,19,1,10,Medium
287.21,0.0,0.0,90,20,1,10,Medium
286.29,0.0,0.0,90,21,1,10,Medium
285.7,0.0,0.0,90,22,1,10,Low
285.61,0.0,0.0,90,23,1,10,Low
285.37,0.0,0.0,99,0,2,10,Low
285.37,0.0,0.0,99,0,2,10,Low
285.51,0.0,0.0,90,1,2,10,Low
285.6,0.0,0.0,100,2,2,10,Low
285.99,0.0,0.0,100,3,2,10,Low
285.99,0.0,0.0,100,3,2,10,Low
285.94,0.0,0.0,100,4,2,10,Low
285.94,0.0,0.0,100,4,2,10,Low
285.97,0.0,0.0,90,5,2,10,Medium
285.97,0.0,0.0,90,5,2,10,Medium
285.97,0.0,0.0,90,5,2,10,Medium
285.73,0.0,0.0,90,6,2,10,High
285.73,0.0,0.0,90,6,2,10,High
285.73,0.0,0.0,90,6,2,10,High
285.73,0.0,0.0,90,6,2,10,High
285.5,0.0,0.0,90,7,2,10,High
285.5,0.0,0.0,90,7,2,10,High
285.55,0.0,0.0,90,8,2,10,High
285.55,0.0,0.0,90,8,2,10,High
285.55,0.0,0.0,90,8,2,10,High
285.55,0.0,0.0,90,8,2,10,High
285.93,0.0,0.0,90,9,2,10,High
285.93,0.0,0.0,90,9,2,10,High
285.93,0.0,0.0,90,9,2,10,High
286.34,0.0,0.0,90,10,2,10,High
286.82,0.0,0.0,90,11,2,10,High
286.82,0.0,0.0,90,11,2,10,High
288.36,0.0,0.0,90,12,2,10,High
288.36,0.0,0.0,90,12,2,10,High
288.36,0.0,0.0,90,12,2,10,High
289.08,0.0,0.0,90,13,2,10,High
289.08,0.0,0.0,90,13,2,10,High
289.08,0.0,0.0,90,13,2,10,High
289.88,0.0,0.0,90,14,2,10,High
289.88,0.0,0.0,90,14,2,10,High
290.24,0.0,0.0,90,15,2,10,High
290.24,0.0,0.0,90,15,2,10,High
290.24,0.0,0.0,90,15,2,10,High
290.01,0.0,0.0,90,16,2,10,High
289.62,0.0,0.0,90,17,2,10,High
289.62,0.0,0.0,90,17,2,10,High
289.61,0.0,0.0,90,18,2,10,High
289.61,0.0,0.0,90,18,2,10,High
289.06,0.0,0.0,90,19,2,10,Medium
288.34,0.0,0.0,75,20,2,10,Medium
288.34,0.0,0.0,75,20,2,10,Medium
287.06,0.0,0.0,20,21,2,10,Medium
287.41,0.0,0.0,75,22,2,10,Low
287.52,0.0,0.0,90,23,2,10,Low
287.81,0.0,0.0,90,0,3,10,Low
287.29,0.0,0.0,75,1,3,10,Low
287.23,0.0,0.0,90,2,3,10,Low
286.44,0.0,0.0,90,3,3,10,Low
285.32,0.0,0.0,90,4,3,10,Low
285.32,0.0,0.0,90,4,3,10,Low
285.43,0.0,0.0,90,5,3,10,Medium
285.53,0.0,0.0,75,6,3,10,High
285.2,0.0,0.0,90,7,3,10,High
285.2,0.0,0.0,90,7,3,10,High
285.02,0.0,0.0,90,8,3,10,High
286.43,0.0,0.0,90,10,3,10,High
287.36,0.0,0.0,90,11,3,10,High
287.6,0.0,0.0,90,12,3,10,High
287.29,0.0,0.0,90,13,3,10,High
286.41,0.0,0.0,90,14,3,10,High
286.41,0.0,0.0,90,14,3,10,High
286.41,0.0,0.0,90,14,3,10,High
286.41,0.0,0.0,90,14,3,10,High
285.8,0.0,0.0,90,15,3,10,High
285.8,0.0,0.0,90,15,3,10,High
285.8,0.0,0.0,90,15,3,10,High
285.8,0.0,0.0,90,15,3,10,High
285.8,0.0,0.0,90,15,3,10,High
285.29,0.0,0.0,90,16,3,10,High
285.29,0.0,0.0,90,16,3,10,High
285.29,0.0,0.0,90,16,3,10,High
284.77,0.0,0.0,90,17,3,10,High
